,Title,SearchSource,Selected,C1,C2
,Modeling of process-oriented learning designs,iee title,,,
,Modelling Text File Evaluation Processes,springer,,,
,Modularity in building mass customization capability: The mediating effects of customization knowledge utilization and business process improvement ,science,,,
,MOOCs in der Wirtschaftsinformatik,springer,,,
,Multi-tenant enabled eLearning platform: Blended with workflow technologies,iee abstract,,,
,Multimodal aspects of communication and data storage and managing systems,iee abstract,,,
,Negotiation modeling and e-shopping agents,iee abstract,,,
,New paradigms for innovation in teaching and learning process,iee abstract,,,
,Notice of Retraction<BR>BPM-based teaching management system,iee abstract,,,
,Notice of Retraction<BR>Research on the evaluation Of enterprise organizational capability from the perspective of organizational process,iee abstract,,,
,Notice of Retraction<BR>The course design for Logistics Information Management based on the “work process”,iee abstract,,,
,Novel strategies for global manufacturing systems interoperability,springer,,,
,Object-oriented real-world modeling revisited ,science,,,
,Offshore outsourcing of professional services: A transaction cost economics perspective ,science,,,
,On learning web information extraction rules with \TANGO\ ,science,,,
,On Relational Learning for Information Extraction,springer,,,
,On the comprehension of workflows modeled with a precise style: results from a family of controlled experiments,springer,,,
,On the construction and implementation methods for performance measurement of reverse supply chain,iee abstract,,,
,On the cybernetic arrangement of feedback in serious games: A systems-theoretical perspective,springer,,,
,On workflow enabled e-learning services,iee abstract,,,
,On-Line Training and Certification Solution for Business Process Managers,springer,,,
,One step beyond: making B2B decisions with business activity monitoring and soccer,iee abstract,,,
,Only people learn: organisations and systems can adapt ,science,,,
,Open Learning Platform Based on Personal and Social Analytics for Individualized Learning Support,iee abstract,,,
,Opening the Black Box of Outsourcing Knowledge Intensive Business Processes--A Longitudinal Case Study of Outsourcing Recruiting Activities,iee abstract,,,
,"Openness, knowledge, innovation and growth in \UK\ business services ",science,,,
,Operations management and reengineering ,science,,,
,Opportunistic Adversaries: On Imminent Threats to Learning-Based Business Automation,iee abstract,,,
,Optimum operating conditions for a water purification process integrated to a heat transformer with energy recycling using neural network inverse ,science,,,
,Organisational sustainability modelling—An emerging service and analytics model for evaluating Cloud Computing adoption with two case studies ,science,,,
,Organizational Learning and Organizational Capabilities of Firms that Engage in Onshore and Offshore Business Process Outsourcing,iee title,,,
,Organizational learning as a test-bed for business process reengineering,iee title,,,
,Organizational learning culture—the missing link between business process change and organizational performance ,science,,,
,Organizational Structure and Performances of Responsible Malaysian Healthcare Providers: A Balanced Scorecard Perspective ,science,,,
,Organizing and facilitating Geodesign processes: Integrating tools into collaborative design processes for urban transformation ,science,,,
,Organizing Multiple Data Sources for Developing Intelligent e-Business Portals,springer,,,
,Outlier detection of business process based on support vector data description,iee abstract,,,
,Outsourcing decisions in reverse logistics: Sustainable balanced scorecard and graph theoretic approach ,science,,,
,Outsourcing of application software: a knowledge management perspective,iee abstract,,,
,Performance evaluation of customer knowledge management competence based on Balanced Scorecard,iee abstract,,,
,Performance evaluation of logistics enterprises based on Economic Value Added and Balanced Scorecard,iee abstract,,,
,Performance indication system supporting transition of networked industrial service business,iee abstract,,,
,Performance indication system supporting transition of networked industrial service business,iee abstract,,,
,Performance measurement of supply chain management: A balanced scorecard approach ,science,,,
,Personal Learning Assistant Agents in the Business Process Domain,iee title,Selected,,
,Planning Business Process Management Implementation by a Human Resources Development Support Initiative,springer,,,
,Plural: A decentralized business process modeling method ,science,,,
,Portable \AI\ lab for teaching artificial intelligence ,science,,,
,Portfolio Intelligence System for process-oriented education for graduate students,iee abstract,,,
,Post-privatization performance and organizational changes: Case studies from Ghana ,science,,,
,Practical applications-based multimedia modules for engineering education,iee abstract,,,
,Practical software reuse: an interim report,iee abstract,,,
,Pricing and production lot-size/scheduling with finite capacity for a deteriorating item over a finite horizon ,science,,,
,Probabilistic threshold query optimization based on threshold classification using \ELM\ for uncertain data ,science,,,
,Procedures of mind ,science,,,
,Process Architect Training ,science,,,
,Process discovery in event logs: An application in the telecom industry ,science,,,
,Process Expert Training ,science,,,
,Process mining analysis of conceptual modeling behavior of novices – empirical study using \JMermaid\ modeling and experimental logging environment ,science,,,
,Process Oriented and Model-Supported Teaching System in the Cyberspace,iee title,,,
,Process Oriented and Model-Supported Teaching System in the Cyberspace,iee abstract,,,
,Process oriented guided inquiry learning (POGIL) for computer science ,acm,,,
,Process reengineering in the public sector: Learning some private sector lessons ,science,,,
,Process simulation environment for case studies,iee abstract,,,
,Process-Integrated Learning: The ADVISOR Approach for Corporate Development,springer,,,
,Process-Integrated Measurements for Quality Control with Turning ,science,,,
,Process-mining enabled feedback: “Tell me what I did wrong” vs. “tell me how to do it right” ,science,,,
,Process-oriented approach to an efficient off-line programming of industrial robots,iee abstract,,,
,Process-oriented assessment of development in app inventor,iee abstract,,,
,Process-oriented design principles for promoting self-regulated learning in primary teacher education ,science,,,
,Process-oriented Guided Inquiry Learning in Engineering ,science,,,
,Process-Oriented Production of Learning Units for Sustainable E-Learning Offerings,springer,,,
,Process-Service Interactions Using a SOA-BPM-Based Methodology,iee abstract,,,
,Processing Chains in System of Systems,iee abstract,,,
,"Prognostic Bayesian networks: I: Rationale, learning procedure, and clinical use ",science,,,
,Prognostic Bayesian networks: II: An application in the domain of cardiac surgery ,science,,,
,Protecting Sensitive Customer Information in Call Center Recordings,iee abstract,,,
,Prototype of multiagent knowledge assessment system for support of process oriented learning,iee title,,,
,Prototype of multiagent knowledge assessment system for support of process oriented learning,iee abstract,,,
,Providing Flexible Process Support to Project-Centered Learning,iee abstract,,,
,Providing knowledge support in business process: a context based approach,iee abstract,,,
,Public computer systems - A challenge for organizational learning ,science,,,
,Quality improvement approach and performance: multisite analysis within a firm ,science,,,
,Racial differences in intelligence: The importance of the executive system ,science,,,
,Reaching Out to the Positive Equilibrium of Children through Music ,science,,,
,Real-Time Learning: Business Process Guidance at the Point of Need ,science,,,
,Realsearch: a framework for knowledge management and continuing education,iee abstract,,,
,Reasons for management control systems adoption: Insights from product development systems choice by early-stage entrepreneurial companies ,science,,,
,Rediscovering SWOT’s integrative nature: A new understanding of an old framework ,science,,,
,Reengineering of materials management system: A case study ,science,,,
,Reengineering service operations: a longitudinal case study ,science,,,
,Reengineering the Teaching of \SAP\ \SCM\ – How to Make Students Understand What They are Clicking in Supply Network Planning ,science,,,
,"Reference architecture, metamodel, and modeling principles for architectural knowledge management in information technology services ",science,,,
,Reinforcement learning based resource allocation in business process management ,science,,,
,Reliable service computing platform architecture for cross-organizational workflows,iee abstract,,,
,Reorganization and IT Implementation in Campus Management: The Project “PuL” at RWTH Aachen University,springer,,,
,Representations of Study and Students’ Academic Motivation ,science,,,
,Requirements engineering process improvement: Analyzing the organizational culture impact and implementing an empirical study to evaluate the benefits of improvement,iee abstract,,,
,Research on Education Reform of Vehicle Service Specialty in Higher Vocational Colleges,iee abstract,,,
,Research on the Copy Detection Algorithm for Source Code Based on Program Organizational Structure Tree Matching,iee abstract,,,
,Research on the integrated teaching methods apply to college basketball teaching,iee abstract,,,
,Research on work-process-oriented curriculum development,iee abstract,,,
,Resource management in big data initiatives: Processes and dynamic capabilities ,science,,,
,Results from a Survey of Faculty Adoption of Process Oriented Guided Inquiry Learning (POGIL) in Computer Science,acm,,,
,Rethinking the Impact of Activity Design on a Mobile Learning Trail: The Missing Dimension of the Physical Affordances,iee abstract,,,
,Rethinking the role of scenarios: Participatory scripting of low-carbon scenarios for France ,science,,,
,"Reviews, action and learning on change management for ecodesign transition ",science,,,
,Revising Process Models through Inductive Learning,springer,,,
,Risk-based drought early warning system in reservoir operation ,science,,,
,Robust Client/Server Shared State Interactions of Collaborative Process with System Crash and Network Failures,iee abstract,,,
,Role of quality management capabilities in developing market-based organisational learning capabilities: Case study evidence from four Indian business process outsourcing firms ,science,,,
,Romanian Market Acceptance for Business Process Management Skills Development ,science,,,
,S-BPM Education on the Dalton Plan: An E-Learning Approach,springer,,,
,SBPMN+: A new approach to business process modeling,iee abstract,,,
,Scalable enterprise systems: Quality management issues ,science,,,
,Scriptlines as emergent artifacts in collaborative group planning ,science,,,
,Semantic integration of enterprise information systems using meta-metadata ontology,springer,,,
,Semantic Technologies in Business Process Management,springer,,,
,Service and Information Security Improvement by Collaborative Business Process Management,springer,,,
,"Service-oriented architecture and business process choreography in an order management scenario: rationale, concepts, lessons learned",acm,,,
,Service-Oriented Distributed Data Mining,iee abstract,,,
,Seven - Process-oriented Competencies ,science,,,
,SightSafety: A hybrid information and communication technology system for reducing vehicle/pedestrian collisions ,science,,,
,Simulation as Efficient Support to Learning Business Dynamics,springer,Selected,,
,Simulation games in \CIM\ and the learning organisation ,science,,,
,Simulation model of Distance Learning planning and implementation on the basis of ECTS credits,iee abstract,,,
,Situation-driven processes for Semantic Web Services,iee abstract,,,
,Smart places: Multi-agent based smart mobile virtual community management system,springer,,,
,SMCia/03. Proceedings of the 2003 IEEE International Workshop on Soft Computing in Industrial Applications (Cat. No.03EX688),iee abstract,,,
,SOA Services and Solutions,iee abstract,,,
,"Social Behavior (Emergent), Computer Models of ",science,,,
,Social BPM Lab -- Characterization of a Collaborative Approach for Business Process Management Education,iee abstract,,,
,Social learning indicators in sustainability-oriented regional learning networks ,science,,,
,Socio-emotional conflict in collaborative learning—A process-oriented case study in a higher education context ,science,,,
,Software quality research: From processes to model-based techniques,iee abstract,,,
,Solving challenges in inter- and trans-disciplinary working teams: Lessons from the surgical technology field ,science,,,
,South Africa’s e-Development Still a Futuristic Task,springer,,,
,Special issue on Semantic Information Management guest editorial,springer,,,
,Specification and validation of process constraints for flexible workflows ,science,,,
,Specifying process-oriented hypertext for organizational computing ,science,,,
,Statistical Machine Learning in Natural Language Understanding: Object Constraint Language Translator for Business Process,iee title,,,
,Statistical Machine Learning in Natural Language Understanding: Object Constraint Language Translator for Business Process,iee abstract,,,
,Strategic performance management: A balanced approach to performance management issues in local government ,science,,,
,Strategic performance measurement in a healthcare organisation: A multiple criteria approach based on balanced scorecard ,science,,,
,Student modeling & simulation projects in healthcare: Experiences with Hillingdon Hospital,iee abstract,,,
,Students as Actors in Teachers’ Socialization. A Sociolinguistic Study within the Romanian Context ,science,,,
,Study on Business Process Knowledge Creation and Optimization in Modern Manufacturing Enterprises ,science,,,
,Study on the Performance Evaluation System of Reverse Supply Chain Based on BSC and Triangular Fuzzy Number AHP,iee abstract,,,
,Study on the Simulative Financial Management System in \ERP\ Education ,science,,,
,Suggestions for New Application Areas for Soft Systems Methodology in the Information Age,springer,,,
,Supply chain contract evolution ,science,,,
,Supply chain management: exploring the intellectual structure,springer,,,
,Supporting model-driven development using a process-centered software engineering environment,springer,,,
,Sustainable Operation Management Using the Balanced Score Card as a Strategic Tool - A Research Summary ,science,,,
,Table of contents,iee abstract,,,
,Table of contents,iee abstract,,,
,Table of contents,iee abstract,,,
,Table of contents,iee abstract,,,
,Table of contents,iee abstract,,,
,Teaching academic subjects in Swazi preschools ,science,,,
,Teaching Business Process Concepts Using Enterprise Systems in a Globalized Context,iee title,,,
,Teaching the engineering aspects of membrane process technology ,science,,,
,Teaching to trust: How a virtual archives and preservation curriculum laboratory creates a global education community?,springer,,,
,Teaching with Enterprise Systems: A Three Phased Roadmap,springer,,,
,Technology parks in a developing country: the case of India,springer,,,
,Template for Success: Using a Resident-Designed Sign-out Template in the Handover of Patient Care ,science,,,
,The ‘sustainable development’ concept in urban planning education: lessons learned on a Bulgarian path ,science,,,
,"The anthropology of the supply chain: Fiefs, clans, witch-doctors and professors ",science,,,
,The Application of CAE in English Teaching to Cultivate Learner Autonomy,iee abstract,,,
,The balance on the balanced scorecard a critical analysis of some of its assumptions ,science,,,
,The balanced scorecard: a foundation for the strategic management of information systems ,science,,,
,The Bollard—the lessons learned from an unusual example of off-site construction ,science,,,
,The business case and methodology for performance management,iee abstract,,,
,The challenge of conceptual modeling for product–service systems: status-quo and perspectives for reference models and modeling languages,springer,,,
,The common will ,science,,,
,The design of online English writing instruction for middle schools,iee abstract,,,
,The disintegrated enterprise: how shared values may provide a remedy,iee abstract,,,
,The distributed simulation of multiagent systems,iee abstract,,,
,The effectiveness of workflow management systems: Predictions and lessons learned ,science,,,
,The effects of retail channel integration through the use of information technologies on firm performance ,science,,,
,The execution of aggressive PBGA substrate yield learning in an existing PWB facility,iee abstract,,,
,The fundamental nature of requirements engineering activities as a decision-making process ,science,,,
,The generation of movement patterns during the acquisition of a pursuit tracking task ,science,,,
,The Impact of Auditor Tenure on Initial Bond Ratings ,science,,,
,The Impact of Strategy-based Instruction on \L2\ Learners’ Persuasive Writing ,science,,,
,The Implementation of the Product Life Cycle at Intel, An Examination in the Use of Change Agency to Achieve Cultural Change and Business Results,iee abstract,,
,The Mathematical Model of Mechanical Pulp Bleaching Process. ,science,,,
,The nature of learning in a guided inquiry classroom,iee abstract,,,
,The origin and tectonic setting of ophiolites in China ,science,,,
,The potential formative benefits of portfolio assessment in second and foreign language writing contexts: A review of the literature ,science,,,
,The Problem of the Syllabus Design within the Competence Approach based on the Course “English for Master Degree Students in Economics (Advanced Level)” ,science,,,
,"The reliability estimation, prediction and measuring of component-based software ",science,,,
,The Researcher as Change Agent,springer,,,
,The role of prior experience and task characteristics in object-oriented modeling: an empirical study ,science,,,
,The role of social and intellectual capital in achieving competitive advantage through enterprise resource planning (ERP) systems ,science,,,
,The situated dynamics of peer group interaction: an introduction to an analytic framework ,science,,,
,The Structured Process Modeling Theory (SPMT) a cognitive view on why and how modelers benefit from structuring the process of process modeling,springer,,,
,The study of instructional process-oriented quantitative evaluation,iee abstract,,,
,The study of the development of working process oriented vocational education curriculum mode for software programmers,iee abstract,,,
,The think aloud approach as an educational tool to develop and assess clinical reasoning in undergraduate students ,science,,,
,Thirty years of artificial intelligence in medicine (AIME) conferences: A review of research themes ,science,,,
,Time prediction based on process mining ,science,,,
,Toward self-directed learning in secondary schools: what do teachers do? ,science,,,
,Towards a Common Graphical Language for Learning Flows: Transforming BPEL to IMS Learning Design Level A Representations,iee abstract,Selected,,
,Towards a framework for technology design based on ecosystem processes in slum communities,iee abstract,,,
,Towards a novel graphical editor for modeling Learning scenarios,iee abstract,Selected,,
,Towards a Process-Centered Resilience Framework,iee abstract,,,
,Towards a Resource-Based Integration Strategy of E-Commerce,iee abstract,,,
,Towards an Encompassing Maturity Model for the Management of Hospital Information Systems,springer,,,
,Towards process-oriented teaching for self-directed lifelong learning: a multidimensional perspective ,science,,,
,Towards the Use of XPDL as Planning and Scheduling Modeling Tool: The Workflow Patterns Approach,springer,,,
,TQM practices and knowledge sharing: An empirical study of Malaysia’s manufacturing organizations,springer,,,
,Training higher education teachers for instructional design of competency-based education: Product-oriented versus process-oriented worked examples ,science,,,
,Transfer of Learnings between Disciplines: What S-BPM Facilitators Could Ask Progressive Educators (and might not dare to do),springer,,,
,Transnational linking of local governments: The consolidation of the Utrecht–León municipal partnership ,science,,,
,"Trends in chemical engineering education: Process, product and sustainable chemical engineering challenges ",science,,,
,TRIZ-fractality of computer-aided software engineering systems ,science,,,
,Tutorial 2: SOA Services and Solutions,iee abstract,,,
,U-WIN: The university of Ulsan Web based information network,iee abstract,,,
,Understanding requirement prioritization artifacts: a systematic mapping study,springer,,,
,Unraveling and Learning Workflow Models from Interleaved Event Logs,iee abstract,,,
,Unsupervised Acquisition of Desktop Application Taxonomies,iee abstract,,,
,"Urban Regeneration, Digital Development Strategies and the Knowledge Economy: Manchester Case Study",springer,,,
,Usability tri-parametric artifacts: a knowledge reporting artifact for software development reusability,iee abstract,,,
,Use of constructivist approach in architectural education ,science,,,
,Using balanced scorecards for the evaluation of “Software-as-a-service” ,science,,,
,Using business process models to foster competencies in requirements engineering,iee abstract,,,
,Using multi-agent simulation and learning to design new business processes,iee abstract,,,
,"Using process-oriented, sequencing educational technologies: Some important pedagogical issues ",science,,,
,Using SysML to teach Systems Engineering skills,iee abstract,,,
,Using the CMM to evaluate student SE projects,iee abstract,,,
,Utilizing learning process to improve recommender system for group learning support,springer,,,
,Value-added analysis of the construction submittal process ,science,,,
,VBP: An approach to modelling process variety and best practice ,science,,,
,Virtual biochemistry — a case study ,science,,,
,Virtual Corporate Universities,springer,,,
,Virtual Team Role Play Using Second Life for Teaching Business Process Concepts,iee title,,,
,Virtualization of food supply chains with the internet of things ,science,,,
,Visualising a knowledge mapping of information systems investment evaluation ,science,,,
,Walking like a toddler: Students' autonomy development in English during cross-border transitions ,science,,,
,"Was kann die Wirtschaftsinformatik dazu beitragen, E-Health voran zu bringen?",springer,,,
,Web service composition languages: old wine in New bottles?,iee abstract,,,
,What business process modelers can learn from programmers ,science,,,
,Why do quality and reliability feedback loops not always work in practice: a case study ,science,,,
,Work in progress - assessing the engineering curriculum through Bloom’s Taxonomy,iee abstract,,,
,Work in progress-work sampling of behavioral observations for process-oriented outcomes,iee abstract,,,
,Workflow process mining based on machine learning,iee abstract,,,
,Workflow support for failure management in federated organizations,iee abstract,,,
,Workplace english: Approach and analysis ,science,,,
,Would you like to know who knows? Connecting employees based on process-oriented knowledge mapping ,science,,,
,Writing processes with word processing in teaching english as a foreign language ,science,,,
,"Written feedback in mathematics: Mediated by students' perception, moderated by goal orientation ",science,,,
